same_education_req|var_pop|agegroup|closest_relative_group|relative_group|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
yes|bd_16#inc_2016_2021|0-24|father|case|education_level|education_level: medium_education|176 (46.2)|46.1942257217847||176
yes|bd_16#inc_2016_2021|0-24|father|case|education_level|education_level: no_education|10 (2.6)|2.62467191601049||10
yes|bd_16#inc_2016_2021|0-24|father|case|education_level|education_level: short_education|82 (21.5)|21.522309711286||82
yes|bd_16#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: father|381 (100.0)|100||381
yes|bd_16#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|control|__n|__n|381 (100.0)|100||381
yes|bd_16#inc_2016_2021|0-24|father|control|male|male|381 (100.0)|100||381
yes|bd_16#inc_2016_2021|0-24|father|control|cci_g|cci_g: title||||
yes|bd_16#inc_2016_2021|0-24|father|control|cci_g|cci_g: +3|6 (1.6)|1.57480314960629||6
yes|bd_16#inc_2016_2021|0-24|father|control|cci_g|cci_g: 0|344 (90.3)|90.2887139107611||344
yes|bd_16#inc_2016_2021|0-24|father|control|cci_g|cci_g: 1-2|31 (8.1)|8.13648293963254||31
yes|bd_16#inc_2016_2021|0-24|father|control|age_index|age_index|45.3 (39.7;51.4)|39.6855453252489|51.3953813908226|45.349614492
yes|bd_16#inc_2016_2021|0-24|father|control|education_level|education_level: title||||
yes|bd_16#inc_2016_2021|0-24|father|control|education_level|education_level: long_education|113 (29.7)|29.6587926509186||113
yes|bd_16#inc_2016_2021|0-24|father|control|education_level|education_level: medium_education|176 (46.2)|46.1942257217847||176
yes|bd_16#inc_2016_2021|0-24|father|control|education_level|education_level: no_education|10 (2.6)|2.62467191601049||10
yes|bd_16#inc_2016_2021|0-24|father|control|education_level|education_level: short_education|82 (21.5)|21.522309711286||82
yes|bd_16#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: father|381 (100.0)|100||381
yes|bd_16#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|father|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|case|__n|__n|403 (100.0)|100||403
yes|bd_16#inc_2016_2021|0-24|mother|case|male|male|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|case|cci_g|cci_g: title||||
yes|bd_16#inc_2016_2021|0-24|mother|case|cci_g|cci_g: +3|7 (1.7)|1.73697270471464||7
yes|bd_16#inc_2016_2021|0-24|mother|case|cci_g|cci_g: 0|355 (88.1)|88.0893300248139||355
yes|bd_16#inc_2016_2021|0-24|mother|case|cci_g|cci_g: 1-2|41 (10.2)|10.1736972704714||41
yes|bd_16#inc_2016_2021|0-24|mother|case|age_index|age_index|42.6 (36.2;49.0)|36.2493150684931|48.9698630136986|42.640047908
yes|bd_16#inc_2016_2021|0-24|mother|case|education_level|education_level: title||||
yes|bd_16#inc_2016_2021|0-24|mother|case|education_level|education_level: long_education|164 (40.7)|40.6947890818858||164
yes|bd_16#inc_2016_2021|0-24|mother|case|education_level|education_level: medium_education|157 (39.0)|38.9578163771712||157
yes|bd_16#inc_2016_2021|0-24|mother|case|education_level|education_level: no_education|9 (2.2)|2.23325062034739||9
yes|bd_16#inc_2016_2021|0-24|mother|case|education_level|education_level: short_education|73 (18.1)|18.1141439205955||73
yes|bd_16#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: mother|403 (100.0)|100||403
yes|bd_16#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|control|__n|__n|403 (100.0)|100||403
yes|bd_16#inc_2016_2021|0-24|mother|control|male|male|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|control|cci_g|cci_g: title||||
yes|bd_16#inc_2016_2021|0-24|mother|control|cci_g|cci_g: +3|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|control|cci_g|cci_g: 0|349 (86.6)|86.6004962779156||349
yes|bd_16#inc_2016_2021|0-24|mother|control|cci_g|cci_g: 1-2|54 (13.4)|13.3995037220843||54
yes|bd_16#inc_2016_2021|0-24|mother|control|age_index|age_index|43.5 (36.5;49.8)|36.5479452054794|49.8497716894977|43.513661202
yes|bd_16#inc_2016_2021|0-24|mother|control|education_level|education_level: title||||
yes|bd_16#inc_2016_2021|0-24|mother|control|education_level|education_level: long_education|164 (40.7)|40.6947890818858||164
yes|bd_16#inc_2016_2021|0-24|mother|control|education_level|education_level: medium_education|157 (39.0)|38.9578163771712||157
yes|bd_16#inc_2016_2021|0-24|mother|control|education_level|education_level: no_education|9 (2.2)|2.23325062034739||9
yes|bd_16#inc_2016_2021|0-24|mother|control|education_level|education_level: short_education|73 (18.1)|18.1141439205955||73
yes|bd_16#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: mother|403 (100.0)|100||403
yes|bd_16#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|0-24|mother|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|__n|__n|1,354 (100.0)|100||1354
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|male|male|664 (49.0)|49.03988183161||664
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: title||||
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: +3|43 (3.2)|3.17577548005908||43
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: 0|1,082 (79.9)|79.9113737075332||1082
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|cci_g|cci_g: 1-2|229 (16.9)|16.9128508124076||229
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|age_index|age_index|54.3 (44.6;61.1)|44.6246575342465|61.0847518526835|54.260273973
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: title||||
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: long_education|374 (27.6)|27.6218611521418||374
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: medium_education|655 (48.4)|48.3751846381093||655
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: no_education|32 (2.4)|2.36336779911373||32
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|education_level|education_level: short_education|293 (21.6)|21.6395864106351||293
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: parent|241 (17.8)|17.7991137370753||241
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: partner|940 (69.4)|69.423929098966||940
yes|bd_16#inc_2016_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: sibling|173 (12.8)|12.7769571639586||173
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|__n|__n|1,354 (100.0)|100||1354
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|male|male|651 (48.1)|48.07976366322||651
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: title||||
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: +3|48 (3.5)|3.5450516986706||48
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: 0|1,089 (80.4)|80.4283604135893||1089
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|cci_g|cci_g: 1-2|217 (16.0)|16.02658788774||217
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|age_index|age_index|54.0 (45.1;61.3)|45.0756344037727|61.3479452054794|53.998263343
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: title||||
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: long_education|374 (27.6)|27.6218611521418||374
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: medium_education|655 (48.4)|48.3751846381093||655
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: no_education|32 (2.4)|2.36336779911373||32
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|education_level|education_level: short_education|293 (21.6)|21.6395864106351||293
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|241 (17.8)|17.7991137370753||241
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|940 (69.4)|69.423929098966||940
yes|bd_16#inc_2016_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: sibling|173 (12.8)|12.7769571639586||173
yes|bd_16#inc_2016_2021|65+|closest_relative|case|__n|__n|994 (100.0)|100||994
yes|bd_16#inc_2016_2021|65+|closest_relative|case|male|male|429 (43.2)|43.158953722334||429
yes|bd_16#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: title||||
yes|bd_16#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: +3|69 (6.9)|6.94164989939637||69
yes|bd_16#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: 0|707 (71.1)|71.1267605633803||707
yes|bd_16#inc_2016_2021|65+|closest_relative|case|cci_g|cci_g: 1-2|218 (21.9)|21.9315895372233||218
yes|bd_16#inc_2016_2021|65+|closest_relative|case|age_index|age_index|67.5 (55.3;74.3)|55.2712328767123|74.2957856126955|67.526087282
yes|bd_16#inc_2016_2021|65+|closest_relative|case|education_level|education_level: title||||
yes|bd_16#inc_2016_2021|65+|closest_relative|case|education_level|education_level: long_education|247 (24.8)|24.8490945674044||247
yes|bd_16#inc_2016_2021|65+|closest_relative|case|education_level|education_level: medium_education|512 (51.5)|51.5090543259557||512
yes|bd_16#inc_2016_2021|65+|closest_relative|case|education_level|education_level: no_education|33 (3.3)|3.31991951710261||33
yes|bd_16#inc_2016_2021|65+|closest_relative|case|education_level|education_level: short_education|202 (20.3)|20.3219315895372||202
yes|bd_16#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: child|355 (35.7)|35.7142857142857||355
yes|bd_16#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: partner|639 (64.3)|64.2857142857143||639
yes|bd_16#inc_2016_2021|65+|closest_relative|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|65+|closest_relative|control|__n|__n|994 (100.0)|100||994
yes|bd_16#inc_2016_2021|65+|closest_relative|control|male|male|420 (42.3)|42.2535211267605||420
yes|bd_16#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: title||||
yes|bd_16#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: +3|65 (6.5)|6.53923541247485||65
yes|bd_16#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: 0|708 (71.2)|71.2273641851106||708
yes|bd_16#inc_2016_2021|65+|closest_relative|control|cci_g|cci_g: 1-2|221 (22.2)|22.2334004024144||221
yes|bd_16#inc_2016_2021|65+|closest_relative|control|age_index|age_index|67.1 (54.4;74.0)|54.3683134965192|73.9561643835616|67.137809716
yes|bd_16#inc_2016_2021|65+|closest_relative|control|education_level|education_level: title||||
yes|bd_16#inc_2016_2021|65+|closest_relative|control|education_level|education_level: long_education|247 (24.8)|24.8490945674044||247
yes|bd_16#inc_2016_2021|65+|closest_relative|control|education_level|education_level: medium_education|512 (51.5)|51.5090543259557||512
yes|bd_16#inc_2016_2021|65+|closest_relative|control|education_level|education_level: no_education|33 (3.3)|3.31991951710261||33
yes|bd_16#inc_2016_2021|65+|closest_relative|control|education_level|education_level: short_education|202 (20.3)|20.3219315895372||202
yes|bd_16#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: title||||
yes|bd_16#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: child|355 (35.7)|35.7142857142857||355
yes|bd_16#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: partner|639 (64.3)|64.2857142857143||639
yes|bd_16#inc_2016_2021|65+|closest_relative|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|case|__n|__n|965 (100.0)|100||965
yes|bd_16#prev_2021|0-24|father|case|male|male|965 (100.0)|100||965
yes|bd_16#prev_2021|0-24|father|case|cci_g|cci_g: title||||
yes|bd_16#prev_2021|0-24|father|case|cci_g|cci_g: +3|14 (1.5)|1.45077720207253||14
yes|bd_16#prev_2021|0-24|father|case|cci_g|cci_g: 0|843 (87.4)|87.3575129533678||843
yes|bd_16#prev_2021|0-24|father|case|cci_g|cci_g: 1-2|108 (11.2)|11.1917098445595||108
yes|bd_16#prev_2021|0-24|father|case|age_index|age_index|49.1 (43.7;53.9)|43.6821917808219|53.8821917808219|49.057534247
yes|bd_16#prev_2021|0-24|father|case|education_level|education_level: title||||
yes|bd_16#prev_2021|0-24|father|case|education_level|education_level: long_education|268 (27.8)|27.7720207253886||268
yes|bd_16#prev_2021|0-24|father|case|education_level|education_level: medium_education|464 (48.1)|48.0829015544041||464
yes|bd_16#prev_2021|0-24|father|case|education_level|education_level: no_education|20 (2.1)|2.07253886010362||20
yes|bd_16#prev_2021|0-24|father|case|education_level|education_level: short_education|213 (22.1)|22.0725388601036||213
yes|bd_16#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: title||||
yes|bd_16#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: father|965 (100.0)|100||965
yes|bd_16#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|control|__n|__n|965 (100.0)|100||965
yes|bd_16#prev_2021|0-24|father|control|male|male|965 (100.0)|100||965
yes|bd_16#prev_2021|0-24|father|control|cci_g|cci_g: title||||
yes|bd_16#prev_2021|0-24|father|control|cci_g|cci_g: +3|12 (1.2)|1.24352331606217||12
yes|bd_16#prev_2021|0-24|father|control|cci_g|cci_g: 0|844 (87.5)|87.461139896373||844
yes|bd_16#prev_2021|0-24|father|control|cci_g|cci_g: 1-2|109 (11.3)|11.2953367875647||109
yes|bd_16#prev_2021|0-24|father|control|age_index|age_index|48.7 (43.2;54.1)|43.1972602739726|54.1095890410959|48.743169399
yes|bd_16#prev_2021|0-24|father|control|education_level|education_level: title||||
yes|bd_16#prev_2021|0-24|father|control|education_level|education_level: long_education|268 (27.8)|27.7720207253886||268
yes|bd_16#prev_2021|0-24|father|control|education_level|education_level: medium_education|464 (48.1)|48.0829015544041||464
yes|bd_16#prev_2021|0-24|father|control|education_level|education_level: no_education|20 (2.1)|2.07253886010362||20
yes|bd_16#prev_2021|0-24|father|control|education_level|education_level: short_education|213 (22.1)|22.0725388601036||213
yes|bd_16#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: title||||
yes|bd_16#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: father|965 (100.0)|100||965
yes|bd_16#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|father|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|case|__n|__n|980 (100.0)|100||980
yes|bd_16#prev_2021|0-24|mother|case|male|male|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|case|cci_g|cci_g: title||||
yes|bd_16#prev_2021|0-24|mother|case|cci_g|cci_g: +3|15 (1.5)|1.53061224489795||15
yes|bd_16#prev_2021|0-24|mother|case|cci_g|cci_g: 0|848 (86.5)|86.5306122448979||848
yes|bd_16#prev_2021|0-24|mother|case|cci_g|cci_g: 1-2|117 (11.9)|11.938775510204||117
yes|bd_16#prev_2021|0-24|mother|case|age_index|age_index|46.8 (41.6;51.4)|41.5835616438356|51.4328767123287|46.761643836
yes|bd_16#prev_2021|0-24|mother|case|education_level|education_level: title||||
yes|bd_16#prev_2021|0-24|mother|case|education_level|education_level: long_education|402 (41.0)|41.0204081632653||402
yes|bd_16#prev_2021|0-24|mother|case|education_level|education_level: medium_education|377 (38.5)|38.469387755102||377
yes|bd_16#prev_2021|0-24|mother|case|education_level|education_level: no_education|23 (2.3)|2.3469387755102||23
yes|bd_16#prev_2021|0-24|mother|case|education_level|education_level: short_education|178 (18.2)|18.1632653061224||178
yes|bd_16#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: title||||
yes|bd_16#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: mother|980 (100.0)|100||980
yes|bd_16#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|case|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|control|__n|__n|980 (100.0)|100||980
yes|bd_16#prev_2021|0-24|mother|control|male|male|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|control|cci_g|cci_g: title||||
yes|bd_16#prev_2021|0-24|mother|control|cci_g|cci_g: +3|10 (1.0)|1.0204081632653||10
yes|bd_16#prev_2021|0-24|mother|control|cci_g|cci_g: 0|857 (87.4)|87.4489795918367||857
yes|bd_16#prev_2021|0-24|mother|control|cci_g|cci_g: 1-2|113 (11.5)|11.5306122448979||113
yes|bd_16#prev_2021|0-24|mother|control|age_index|age_index|47.0 (41.4;51.6)|41.358904109589|51.5630136986301|47.032876712
yes|bd_16#prev_2021|0-24|mother|control|education_level|education_level: title||||
yes|bd_16#prev_2021|0-24|mother|control|education_level|education_level: long_education|402 (41.0)|41.0204081632653||402
yes|bd_16#prev_2021|0-24|mother|control|education_level|education_level: medium_education|377 (38.5)|38.469387755102||377
yes|bd_16#prev_2021|0-24|mother|control|education_level|education_level: no_education|23 (2.3)|2.3469387755102||23
yes|bd_16#prev_2021|0-24|mother|control|education_level|education_level: short_education|178 (18.2)|18.1632653061224||178
yes|bd_16#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: title||||
yes|bd_16#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: mother|980 (100.0)|100||980
yes|bd_16#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: parent|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: partner|0 (0.0)|0||0
yes|bd_16#prev_2021|0-24|mother|control|closest_relative_type|closest_relative_type: sibling|0 (0.0)|0||0
yes|bd_16#prev_2021|25-64|closest_relative|case|__n|__n|3,851 (100.0)|100||3851
yes|bd_16#prev_2021|25-64|closest_relative|case|male|male|1,826 (47.4)|47.4162555180472||1826
yes|bd_16#prev_2021|25-64|closest_relative|case|cci_g|cci_g: title||||
yes|bd_16#prev_2021|25-64|closest_relative|case|cci_g|cci_g: +3|138 (3.6)|3.58348480914048||138
yes|bd_16#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 0|3,060 (79.5)|79.4598805505063||3060
yes|bd_16#prev_2021|25-64|closest_relative|case|cci_g|cci_g: 1-2|653 (17.0)|16.9566346403531||653
yes|bd_16#prev_2021|25-64|closest_relative|case|age_index|age_index|55.9 (45.9;62.9)|45.931506849315|62.8684931506849|55.863013699
yes|bd_16#prev_2021|25-64|closest_relative|case|education_level|education_level: title||||
yes|bd_16#prev_2021|25-64|closest_relative|case|education_level|education_level: long_education|1,036 (26.9)|26.9021033497792||1036
yes|bd_16#prev_2021|25-64|closest_relative|case|education_level|education_level: medium_education|1,887 (49.0)|49.0002596728122||1887
yes|bd_16#prev_2021|25-64|closest_relative|case|education_level|education_level: no_education|92 (2.4)|2.38898987276032||92
yes|bd_16#prev_2021|25-64|closest_relative|case|education_level|education_level: short_education|836 (21.7)|21.7086471046481||836
yes|bd_16#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: title||||
yes|bd_16#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: parent|875 (22.7)|22.7213710724487||875
yes|bd_16#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: partner|2,411 (62.6)|62.6071150350558||2411
yes|bd_16#prev_2021|25-64|closest_relative|case|closest_relative_type|closest_relative_type: sibling|565 (14.7)|14.6715138924954||565
yes|bd_16#prev_2021|25-64|closest_relative|control|__n|__n|3,851 (100.0)|100||3851
yes|bd_16#prev_2021|25-64|closest_relative|control|male|male|1,789 (46.5)|46.455466112698||1789
yes|bd_16#prev_2021|25-64|closest_relative|control|cci_g|cci_g: title||||
yes|bd_16#prev_2021|25-64|closest_relative|control|cci_g|cci_g: +3|151 (3.9)|3.921059465074||151
yes|bd_16#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 0|3,106 (80.7)|80.6543754868865||3106
yes|bd_16#prev_2021|25-64|closest_relative|control|cci_g|cci_g: 1-2|594 (15.4)|15.4245650480394||594
yes|bd_16#prev_2021|25-64|closest_relative|control|age_index|age_index|55.7 (46.3;63.1)|46.3342465753424|63.0684931506849|55.747945205
yes|bd_16#prev_2021|25-64|closest_relative|control|education_level|education_level: title||||
yes|bd_16#prev_2021|25-64|closest_relative|control|education_level|education_level: long_education|1,036 (26.9)|26.9021033497792||1036
yes|bd_16#prev_2021|25-64|closest_relative|control|education_level|education_level: medium_education|1,887 (49.0)|49.0002596728122||1887
yes|bd_16#prev_2021|25-64|closest_relative|control|education_level|education_level: no_education|92 (2.4)|2.38898987276032||92
yes|bd_16#prev_2021|25-64|closest_relative|control|education_level|education_level: short_education|836 (21.7)|21.7086471046481||836
yes|bd_16#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: title||||
yes|bd_16#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: child|0 (0.0)|0||0
yes|bd_16#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: father|0 (0.0)|0||0
yes|bd_16#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: mother|0 (0.0)|0||0
yes|bd_16#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: parent|875 (22.7)|22.7213710724487||875
yes|bd_16#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: partner|2,411 (62.6)|62.6071150350558||2411
yes|bd_16#prev_2021|25-64|closest_relative|control|closest_relative_type|closest_relative_type: sibling|565 (14.7)|14.6715138924954||565
yes|bd_16#prev_2021|65+|closest_relative|case|__n|__n|2,371 (100.0)|100||2371
