__label|__var|additional_relative_req|var_pop|agegroup|closest_relative_group|case_relative|__stat_char|__stat_num2|__stat_num3|__stat_num1
education_level: no_education|education_level|yes|bd_00#inc_2016_2021|65+|partner|0|1,961 (5.0)|4.979||1961
education_level: short_education|education_level|yes|bd_00#inc_2016_2021|65+|partner|0|10,996 (27.9)|27.921||10996
closest_relative_type: title|closest_relative_type|yes|bd_00#inc_2016_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_00#inc_2016_2021|65+|partner|0|39,382 (100.0)|100||39382
__n|__n|yes|bd_00#inc_2016_2021|65+|partner|1|39,382 (100.0)|100||39382
male|male|yes|bd_00#inc_2016_2021|65+|partner|1|16,122 (40.9)|40.937||16122
cci_g: title|cci_g|yes|bd_00#inc_2016_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_00#inc_2016_2021|65+|partner|1|2,652 (6.7)|6.734||2652
cci_g: 0|cci_g|yes|bd_00#inc_2016_2021|65+|partner|1|26,991 (68.5)|68.536||26991
cci_g: 1-2|cci_g|yes|bd_00#inc_2016_2021|65+|partner|1|9,739 (24.7)|24.73||9739
age_index|age_index|yes|bd_00#inc_2016_2021|65+|partner|1|73.5 (69.0;78.3)|68.963|78.274|73.477
education_level: title|education_level|yes|bd_00#inc_2016_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_00#inc_2016_2021|65+|partner|1|7,682 (19.5)|19.506||7682
education_level: medium_education|education_level|yes|bd_00#inc_2016_2021|65+|partner|1|18,743 (47.6)|47.593||18743
education_level: no_education|education_level|yes|bd_00#inc_2016_2021|65+|partner|1|1,961 (5.0)|4.979||1961
education_level: short_education|education_level|yes|bd_00#inc_2016_2021|65+|partner|1|10,996 (27.9)|27.921||10996
closest_relative_type: title|closest_relative_type|yes|bd_00#inc_2016_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_00#inc_2016_2021|65+|partner|1|39,382 (100.0)|100||39382
__n|__n|yes|bd_00#prev_2021|65+|partner|0|140,437 (100.0)|100||140437
male|male|yes|bd_00#prev_2021|65+|partner|0|75,909 (54.1)|54.052||75909
cci_g: title|cci_g|yes|bd_00#prev_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_00#prev_2021|65+|partner|0|8,303 (5.9)|5.912||8303
cci_g: 0|cci_g|yes|bd_00#prev_2021|65+|partner|0|97,890 (69.7)|69.704||97890
cci_g: 1-2|cci_g|yes|bd_00#prev_2021|65+|partner|0|34,244 (24.4)|24.384||34244
age_index|age_index|yes|bd_00#prev_2021|65+|partner|0|73.1 (68.8;77.3)|68.757|77.301|73.088
education_level: title|education_level|yes|bd_00#prev_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_00#prev_2021|65+|partner|0|30,576 (21.8)|21.772||30576
education_level: medium_education|education_level|yes|bd_00#prev_2021|65+|partner|0|69,947 (49.8)|49.807||69947
education_level: no_education|education_level|yes|bd_00#prev_2021|65+|partner|0|7,621 (5.4)|5.427||7621
education_level: short_education|education_level|yes|bd_00#prev_2021|65+|partner|0|32,293 (23.0)|22.995||32293
closest_relative_type: title|closest_relative_type|yes|bd_00#prev_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_00#prev_2021|65+|partner|0|140,437 (100.0)|100||140437
__n|__n|yes|bd_00#prev_2021|65+|partner|1|140,437 (100.0)|100||140437
male|male|yes|bd_00#prev_2021|65+|partner|1|75,909 (54.1)|54.052||75909
cci_g: title|cci_g|yes|bd_00#prev_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_00#prev_2021|65+|partner|1|8,663 (6.2)|6.169||8663
cci_g: 0|cci_g|yes|bd_00#prev_2021|65+|partner|1|96,703 (68.9)|68.859||96703
cci_g: 1-2|cci_g|yes|bd_00#prev_2021|65+|partner|1|35,071 (25.0)|24.973||35071
age_index|age_index|yes|bd_00#prev_2021|65+|partner|1|73.1 (68.6;77.4)|68.568|77.43|73.121
education_level: title|education_level|yes|bd_00#prev_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_00#prev_2021|65+|partner|1|30,576 (21.8)|21.772||30576
education_level: medium_education|education_level|yes|bd_00#prev_2021|65+|partner|1|69,947 (49.8)|49.807||69947
education_level: no_education|education_level|yes|bd_00#prev_2021|65+|partner|1|7,621 (5.4)|5.427||7621
education_level: short_education|education_level|yes|bd_00#prev_2021|65+|partner|1|32,293 (23.0)|22.995||32293
closest_relative_type: title|closest_relative_type|yes|bd_00#prev_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_00#prev_2021|65+|partner|1|140,437 (100.0)|100||140437
__n|__n|yes|bd_01#inc_2016_2021|65+|partner|0|4,948 (100.0)|100||4948
male|male|yes|bd_01#inc_2016_2021|65+|partner|0|1,766 (35.7)|35.691||1766
cci_g: title|cci_g|yes|bd_01#inc_2016_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_01#inc_2016_2021|65+|partner|0|390 (7.9)|7.882||390
cci_g: 0|cci_g|yes|bd_01#inc_2016_2021|65+|partner|0|3,242 (65.5)|65.521||3242
cci_g: 1-2|cci_g|yes|bd_01#inc_2016_2021|65+|partner|0|1,316 (26.6)|26.597||1316
age_index|age_index|yes|bd_01#inc_2016_2021|65+|partner|0|71.0 (66.7;75.0)|66.729|74.988|70.961
education_level: title|education_level|yes|bd_01#inc_2016_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|0|1,200 (24.3)|24.252||1200
education_level: medium_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|0|2,411 (48.7)|48.727||2411
education_level: no_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|0|276 (5.6)|5.578||276
education_level: short_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|0|1,061 (21.4)|21.443||1061
closest_relative_type: title|closest_relative_type|yes|bd_01#inc_2016_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_01#inc_2016_2021|65+|partner|0|4,948 (100.0)|100||4948
__n|__n|yes|bd_01#inc_2016_2021|65+|partner|1|4,948 (100.0)|100||4948
male|male|yes|bd_01#inc_2016_2021|65+|partner|1|1,766 (35.7)|35.691||1766
cci_g: title|cci_g|yes|bd_01#inc_2016_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_01#inc_2016_2021|65+|partner|1|459 (9.3)|9.276||459
cci_g: 0|cci_g|yes|bd_01#inc_2016_2021|65+|partner|1|3,099 (62.6)|62.631||3099
cci_g: 1-2|cci_g|yes|bd_01#inc_2016_2021|65+|partner|1|1,390 (28.1)|28.092||1390
age_index|age_index|yes|bd_01#inc_2016_2021|65+|partner|1|70.9 (66.4;75.2)|66.43|75.235|70.944
education_level: title|education_level|yes|bd_01#inc_2016_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|1|1,200 (24.3)|24.252||1200
education_level: medium_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|1|2,411 (48.7)|48.727||2411
education_level: no_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|1|276 (5.6)|5.578||276
education_level: short_education|education_level|yes|bd_01#inc_2016_2021|65+|partner|1|1,061 (21.4)|21.443||1061
closest_relative_type: title|closest_relative_type|yes|bd_01#inc_2016_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_01#inc_2016_2021|65+|partner|1|4,948 (100.0)|100||4948
__n|__n|yes|bd_01#prev_2021|65+|partner|0|17,745 (100.0)|100||17745
male|male|yes|bd_01#prev_2021|65+|partner|0|5,190 (29.2)|29.248||5190
cci_g: title|cci_g|yes|bd_01#prev_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_01#prev_2021|65+|partner|0|1,301 (7.3)|7.332||1301
cci_g: 0|cci_g|yes|bd_01#prev_2021|65+|partner|0|11,796 (66.5)|66.475||11796
cci_g: 1-2|cci_g|yes|bd_01#prev_2021|65+|partner|0|4,648 (26.2)|26.193||4648
age_index|age_index|yes|bd_01#prev_2021|65+|partner|0|70.9 (66.6;75.1)|66.614|75.093|70.929
education_level: title|education_level|yes|bd_01#prev_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_01#prev_2021|65+|partner|0|4,466 (25.2)|25.168||4466
education_level: medium_education|education_level|yes|bd_01#prev_2021|65+|partner|0|8,427 (47.5)|47.489||8427
education_level: no_education|education_level|yes|bd_01#prev_2021|65+|partner|0|920 (5.2)|5.185||920
education_level: short_education|education_level|yes|bd_01#prev_2021|65+|partner|0|3,932 (22.2)|22.158||3932
closest_relative_type: title|closest_relative_type|yes|bd_01#prev_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_01#prev_2021|65+|partner|0|17,745 (100.0)|100||17745
__n|__n|yes|bd_01#prev_2021|65+|partner|1|17,745 (100.0)|100||17745
male|male|yes|bd_01#prev_2021|65+|partner|1|5,190 (29.2)|29.248||5190
cci_g: title|cci_g|yes|bd_01#prev_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_01#prev_2021|65+|partner|1|1,517 (8.5)|8.549||1517
cci_g: 0|cci_g|yes|bd_01#prev_2021|65+|partner|1|11,260 (63.5)|63.454||11260
cci_g: 1-2|cci_g|yes|bd_01#prev_2021|65+|partner|1|4,968 (28.0)|27.997||4968
age_index|age_index|yes|bd_01#prev_2021|65+|partner|1|70.9 (66.4;75.3)|66.375|75.304|70.877
education_level: title|education_level|yes|bd_01#prev_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_01#prev_2021|65+|partner|1|4,466 (25.2)|25.168||4466
education_level: medium_education|education_level|yes|bd_01#prev_2021|65+|partner|1|8,427 (47.5)|47.489||8427
education_level: no_education|education_level|yes|bd_01#prev_2021|65+|partner|1|920 (5.2)|5.185||920
education_level: short_education|education_level|yes|bd_01#prev_2021|65+|partner|1|3,932 (22.2)|22.158||3932
closest_relative_type: title|closest_relative_type|yes|bd_01#prev_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_01#prev_2021|65+|partner|1|17,745 (100.0)|100||17745
__n|__n|yes|bd_02#inc_2016_2021|65+|partner|0|8,313 (100.0)|100||8313
male|male|yes|bd_02#inc_2016_2021|65+|partner|0|4,973 (59.8)|59.822||4973
cci_g: title|cci_g|yes|bd_02#inc_2016_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_02#inc_2016_2021|65+|partner|0|859 (10.3)|10.333||859
cci_g: 0|cci_g|yes|bd_02#inc_2016_2021|65+|partner|0|4,918 (59.2)|59.16||4918
cci_g: 1-2|cci_g|yes|bd_02#inc_2016_2021|65+|partner|0|2,536 (30.5)|30.506||2536
age_index|age_index|yes|bd_02#inc_2016_2021|65+|partner|0|73.4 (69.2;78.5)|69.162|78.507|73.447
education_level: title|education_level|yes|bd_02#inc_2016_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|0|1,522 (18.3)|18.309||1522
education_level: medium_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|0|4,041 (48.6)|48.611||4041
education_level: no_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|0|526 (6.3)|6.327||526
education_level: short_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|0|2,224 (26.8)|26.753||2224
closest_relative_type: title|closest_relative_type|yes|bd_02#inc_2016_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_02#inc_2016_2021|65+|partner|0|8,313 (100.0)|100||8313
__n|__n|yes|bd_02#inc_2016_2021|65+|partner|1|8,313 (100.0)|100||8313
male|male|yes|bd_02#inc_2016_2021|65+|partner|1|4,973 (59.8)|59.822||4973
cci_g: title|cci_g|yes|bd_02#inc_2016_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_02#inc_2016_2021|65+|partner|1|921 (11.1)|11.079||921
cci_g: 0|cci_g|yes|bd_02#inc_2016_2021|65+|partner|1|4,802 (57.8)|57.765||4802
cci_g: 1-2|cci_g|yes|bd_02#inc_2016_2021|65+|partner|1|2,590 (31.2)|31.156||2590
age_index|age_index|yes|bd_02#inc_2016_2021|65+|partner|1|73.6 (69.1;78.5)|69.093|78.544|73.601
education_level: title|education_level|yes|bd_02#inc_2016_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|1|1,522 (18.3)|18.309||1522
education_level: medium_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|1|4,041 (48.6)|48.611||4041
education_level: no_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|1|526 (6.3)|6.327||526
education_level: short_education|education_level|yes|bd_02#inc_2016_2021|65+|partner|1|2,224 (26.8)|26.753||2224
closest_relative_type: title|closest_relative_type|yes|bd_02#inc_2016_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_02#inc_2016_2021|65+|partner|1|8,313 (100.0)|100||8313
__n|__n|yes|bd_02#prev_2021|65+|partner|0|27,151 (100.0)|100||27151
male|male|yes|bd_02#prev_2021|65+|partner|0|17,108 (63.0)|63.011||17108
cci_g: title|cci_g|yes|bd_02#prev_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_02#prev_2021|65+|partner|0|2,667 (9.8)|9.823||2667
cci_g: 0|cci_g|yes|bd_02#prev_2021|65+|partner|0|16,408 (60.4)|60.432||16408
cci_g: 1-2|cci_g|yes|bd_02#prev_2021|65+|partner|0|8,076 (29.7)|29.745||8076
age_index|age_index|yes|bd_02#prev_2021|65+|partner|0|73.0 (68.7;77.5)|68.697|77.496|73.033
education_level: title|education_level|yes|bd_02#prev_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_02#prev_2021|65+|partner|0|5,369 (19.8)|19.775||5369
education_level: medium_education|education_level|yes|bd_02#prev_2021|65+|partner|0|13,633 (50.2)|50.212||13633
education_level: no_education|education_level|yes|bd_02#prev_2021|65+|partner|0|1,571 (5.8)|5.786||1571
education_level: short_education|education_level|yes|bd_02#prev_2021|65+|partner|0|6,578 (24.2)|24.227||6578
closest_relative_type: title|closest_relative_type|yes|bd_02#prev_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_02#prev_2021|65+|partner|0|27,151 (100.0)|100||27151
__n|__n|yes|bd_02#prev_2021|65+|partner|1|27,151 (100.0)|100||27151
male|male|yes|bd_02#prev_2021|65+|partner|1|17,108 (63.0)|63.011||17108
cci_g: title|cci_g|yes|bd_02#prev_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_02#prev_2021|65+|partner|1|2,889 (10.6)|10.64||2889
cci_g: 0|cci_g|yes|bd_02#prev_2021|65+|partner|1|15,891 (58.5)|58.528||15891
cci_g: 1-2|cci_g|yes|bd_02#prev_2021|65+|partner|1|8,371 (30.8)|30.831||8371
age_index|age_index|yes|bd_02#prev_2021|65+|partner|1|73.1 (68.5;77.6)|68.459|77.611|73.085
education_level: title|education_level|yes|bd_02#prev_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_02#prev_2021|65+|partner|1|5,369 (19.8)|19.775||5369
education_level: medium_education|education_level|yes|bd_02#prev_2021|65+|partner|1|13,633 (50.2)|50.212||13633
education_level: no_education|education_level|yes|bd_02#prev_2021|65+|partner|1|1,571 (5.8)|5.786||1571
education_level: short_education|education_level|yes|bd_02#prev_2021|65+|partner|1|6,578 (24.2)|24.227||6578
closest_relative_type: title|closest_relative_type|yes|bd_02#prev_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_02#prev_2021|65+|partner|1|27,151 (100.0)|100||27151
__n|__n|yes|bd_03#inc_2016_2021|65+|partner|0|585 (100.0)|100||585
male|male|yes|bd_03#inc_2016_2021|65+|partner|0|286 (48.9)|48.889||286
cci_g: title|cci_g|yes|bd_03#inc_2016_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_03#inc_2016_2021|65+|partner|0|59 (10.1)|10.085||59
cci_g: 0|cci_g|yes|bd_03#inc_2016_2021|65+|partner|0|365 (62.4)|62.393||365
cci_g: 1-2|cci_g|yes|bd_03#inc_2016_2021|65+|partner|0|161 (27.5)|27.521||161
age_index|age_index|yes|bd_03#inc_2016_2021|65+|partner|0|72.2 (67.9;76.8)|67.915|76.784|72.189
education_level: title|education_level|yes|bd_03#inc_2016_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|0|156 (26.7)|26.667||156
education_level: medium_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|0|261 (44.6)|44.615||261
education_level: no_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|0|46 (7.9)|7.863||46
education_level: short_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|0|122 (20.9)|20.855||122
closest_relative_type: title|closest_relative_type|yes|bd_03#inc_2016_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_03#inc_2016_2021|65+|partner|0|585 (100.0)|100||585
__n|__n|yes|bd_03#inc_2016_2021|65+|partner|1|585 (100.0)|100||585
male|male|yes|bd_03#inc_2016_2021|65+|partner|1|286 (48.9)|48.889||286
cci_g: title|cci_g|yes|bd_03#inc_2016_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_03#inc_2016_2021|65+|partner|1|57 (9.7)|9.744||57
cci_g: 0|cci_g|yes|bd_03#inc_2016_2021|65+|partner|1|366 (62.6)|62.564||366
cci_g: 1-2|cci_g|yes|bd_03#inc_2016_2021|65+|partner|1|162 (27.7)|27.692||162
age_index|age_index|yes|bd_03#inc_2016_2021|65+|partner|1|72.5 (68.0;77.4)|67.951|77.428|72.488
education_level: title|education_level|yes|bd_03#inc_2016_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|1|156 (26.7)|26.667||156
education_level: medium_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|1|261 (44.6)|44.615||261
education_level: no_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|1|46 (7.9)|7.863||46
education_level: short_education|education_level|yes|bd_03#inc_2016_2021|65+|partner|1|122 (20.9)|20.855||122
closest_relative_type: title|closest_relative_type|yes|bd_03#inc_2016_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_03#inc_2016_2021|65+|partner|1|585 (100.0)|100||585
__n|__n|yes|bd_03#prev_2021|65+|partner|0|3,610 (100.0)|100||3610
male|male|yes|bd_03#prev_2021|65+|partner|0|1,938 (53.7)|53.684||1938
cci_g: title|cci_g|yes|bd_03#prev_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_03#prev_2021|65+|partner|0|351 (9.7)|9.723||351
cci_g: 0|cci_g|yes|bd_03#prev_2021|65+|partner|0|2,218 (61.4)|61.44||2218
cci_g: 1-2|cci_g|yes|bd_03#prev_2021|65+|partner|0|1,041 (28.8)|28.837||1041
age_index|age_index|yes|bd_03#prev_2021|65+|partner|0|72.9 (68.4;77.0)|68.418|77.036|72.933
education_level: title|education_level|yes|bd_03#prev_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_03#prev_2021|65+|partner|0|898 (24.9)|24.875||898
education_level: medium_education|education_level|yes|bd_03#prev_2021|65+|partner|0|1,750 (48.5)|48.476||1750
education_level: no_education|education_level|yes|bd_03#prev_2021|65+|partner|0|249 (6.9)|6.898||249
education_level: short_education|education_level|yes|bd_03#prev_2021|65+|partner|0|713 (19.8)|19.751||713
closest_relative_type: title|closest_relative_type|yes|bd_03#prev_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_03#prev_2021|65+|partner|0|3,610 (100.0)|100||3610
__n|__n|yes|bd_03#prev_2021|65+|partner|1|3,610 (100.0)|100||3610
male|male|yes|bd_03#prev_2021|65+|partner|1|1,938 (53.7)|53.684||1938
cci_g: title|cci_g|yes|bd_03#prev_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_03#prev_2021|65+|partner|1|334 (9.3)|9.252||334
cci_g: 0|cci_g|yes|bd_03#prev_2021|65+|partner|1|2,164 (59.9)|59.945||2164
cci_g: 1-2|cci_g|yes|bd_03#prev_2021|65+|partner|1|1,112 (30.8)|30.803||1112
age_index|age_index|yes|bd_03#prev_2021|65+|partner|1|72.8 (68.3;77.3)|68.26|77.258|72.833
education_level: title|education_level|yes|bd_03#prev_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_03#prev_2021|65+|partner|1|898 (24.9)|24.875||898
education_level: medium_education|education_level|yes|bd_03#prev_2021|65+|partner|1|1,750 (48.5)|48.476||1750
education_level: no_education|education_level|yes|bd_03#prev_2021|65+|partner|1|249 (6.9)|6.898||249
education_level: short_education|education_level|yes|bd_03#prev_2021|65+|partner|1|713 (19.8)|19.751||713
closest_relative_type: title|closest_relative_type|yes|bd_03#prev_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_03#prev_2021|65+|partner|1|3,610 (100.0)|100||3610
__n|__n|yes|bd_04#inc_2016_2021|65+|partner|0|3,027 (100.0)|100||3027
male|male|yes|bd_04#inc_2016_2021|65+|partner|0|1,537 (50.8)|50.776||1537
cci_g: title|cci_g|yes|bd_04#inc_2016_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_04#inc_2016_2021|65+|partner|0|298 (9.8)|9.845||298
cci_g: 0|cci_g|yes|bd_04#inc_2016_2021|65+|partner|0|1,882 (62.2)|62.174||1882
cci_g: 1-2|cci_g|yes|bd_04#inc_2016_2021|65+|partner|0|847 (28.0)|27.981||847
age_index|age_index|yes|bd_04#inc_2016_2021|65+|partner|0|72.4 (68.5;76.8)|68.479|76.784|72.438
education_level: title|education_level|yes|bd_04#inc_2016_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|0|631 (20.8)|20.846||631
education_level: medium_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|0|1,431 (47.3)|47.275||1431
education_level: no_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|0|191 (6.3)|6.31||191
education_level: short_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|0|774 (25.6)|25.57||774
closest_relative_type: title|closest_relative_type|yes|bd_04#inc_2016_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#inc_2016_2021|65+|partner|0|3,027 (100.0)|100||3027
__n|__n|yes|bd_04#inc_2016_2021|65+|partner|1|3,027 (100.0)|100||3027
male|male|yes|bd_04#inc_2016_2021|65+|partner|1|1,537 (50.8)|50.776||1537
cci_g: title|cci_g|yes|bd_04#inc_2016_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_04#inc_2016_2021|65+|partner|1|313 (10.3)|10.34||313
cci_g: 0|cci_g|yes|bd_04#inc_2016_2021|65+|partner|1|1,842 (60.9)|60.852||1842
cci_g: 1-2|cci_g|yes|bd_04#inc_2016_2021|65+|partner|1|872 (28.8)|28.807||872
age_index|age_index|yes|bd_04#inc_2016_2021|65+|partner|1|72.6 (68.5;77.0)|68.479|77.009|72.556
education_level: title|education_level|yes|bd_04#inc_2016_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|1|631 (20.8)|20.846||631
education_level: medium_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|1|1,431 (47.3)|47.275||1431
education_level: no_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|1|191 (6.3)|6.31||191
education_level: short_education|education_level|yes|bd_04#inc_2016_2021|65+|partner|1|774 (25.6)|25.57||774
closest_relative_type: title|closest_relative_type|yes|bd_04#inc_2016_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#inc_2016_2021|65+|partner|1|3,027 (100.0)|100||3027
__n|__n|yes|bd_04#prev_2021|65+|partner|0|5,145 (100.0)|100||5145
male|male|yes|bd_04#prev_2021|65+|partner|0|2,915 (56.7)|56.657||2915
cci_g: title|cci_g|yes|bd_04#prev_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_04#prev_2021|65+|partner|0|554 (10.8)|10.768||554
cci_g: 0|cci_g|yes|bd_04#prev_2021|65+|partner|0|3,044 (59.2)|59.164||3044
cci_g: 1-2|cci_g|yes|bd_04#prev_2021|65+|partner|0|1,547 (30.1)|30.068||1547
age_index|age_index|yes|bd_04#prev_2021|65+|partner|0|74.0 (69.5;78.2)|69.542|78.23|73.953
education_level: title|education_level|yes|bd_04#prev_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_04#prev_2021|65+|partner|0|1,117 (21.7)|21.71||1117
education_level: medium_education|education_level|yes|bd_04#prev_2021|65+|partner|0|2,521 (49.0)|48.999||2521
education_level: no_education|education_level|yes|bd_04#prev_2021|65+|partner|0|366 (7.1)|7.114||366
education_level: short_education|education_level|yes|bd_04#prev_2021|65+|partner|0|1,141 (22.2)|22.177||1141
closest_relative_type: title|closest_relative_type|yes|bd_04#prev_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#prev_2021|65+|partner|0|5,145 (100.0)|100||5145
__n|__n|yes|bd_04#prev_2021|65+|partner|1|5,145 (100.0)|100||5145
male|male|yes|bd_04#prev_2021|65+|partner|1|2,915 (56.7)|56.657||2915
cci_g: title|cci_g|yes|bd_04#prev_2021|65+|partner|1||||
cci_g: +3|cci_g|yes|bd_04#prev_2021|65+|partner|1|582 (11.3)|11.312||582
cci_g: 0|cci_g|yes|bd_04#prev_2021|65+|partner|1|2,978 (57.9)|57.881||2978
cci_g: 1-2|cci_g|yes|bd_04#prev_2021|65+|partner|1|1,585 (30.8)|30.807||1585
age_index|age_index|yes|bd_04#prev_2021|65+|partner|1|73.9 (69.5;78.2)|69.488|78.241|73.858
education_level: title|education_level|yes|bd_04#prev_2021|65+|partner|1||||
education_level: long_education|education_level|yes|bd_04#prev_2021|65+|partner|1|1,117 (21.7)|21.71||1117
education_level: medium_education|education_level|yes|bd_04#prev_2021|65+|partner|1|2,521 (49.0)|48.999||2521
education_level: no_education|education_level|yes|bd_04#prev_2021|65+|partner|1|366 (7.1)|7.114||366
education_level: short_education|education_level|yes|bd_04#prev_2021|65+|partner|1|1,141 (22.2)|22.177||1141
closest_relative_type: title|closest_relative_type|yes|bd_04#prev_2021|65+|partner|1||||
closest_relative_type: partner|closest_relative_type|yes|bd_04#prev_2021|65+|partner|1|5,145 (100.0)|100||5145
__n|__n|yes|bd_05#inc_2016_2021|65+|partner|0|112 (100.0)|100||112
male|male|yes|bd_05#inc_2016_2021|65+|partner|0|37 (33.0)|33.036||37
cci_g: title|cci_g|yes|bd_05#inc_2016_2021|65+|partner|0||||
cci_g: +3|cci_g|yes|bd_05#inc_2016_2021|65+|partner|0|5 (4.5)|4.464||5
cci_g: 0|cci_g|yes|bd_05#inc_2016_2021|65+|partner|0|68 (60.7)|60.714||68
cci_g: 1-2|cci_g|yes|bd_05#inc_2016_2021|65+|partner|0|39 (34.8)|34.821||39
age_index|age_index|yes|bd_05#inc_2016_2021|65+|partner|0|73.0 (67.9;78.0)|67.937|78.007|73.034
education_level: title|education_level|yes|bd_05#inc_2016_2021|65+|partner|0||||
education_level: long_education|education_level|yes|bd_05#inc_2016_2021|65+|partner|0|17 (15.2)|15.179||17
education_level: medium_education|education_level|yes|bd_05#inc_2016_2021|65+|partner|0|49 (43.8)|43.75||49
education_level: no_education|education_level|yes|bd_05#inc_2016_2021|65+|partner|0|7 (6.3)|6.25||7
education_level: short_education|education_level|yes|bd_05#inc_2016_2021|65+|partner|0|39 (34.8)|34.821||39
closest_relative_type: title|closest_relative_type|yes|bd_05#inc_2016_2021|65+|partner|0||||
closest_relative_type: partner|closest_relative_type|yes|bd_05#inc_2016_2021|65+|partner|0|112 (100.0)|100||112
