same_education_req|var_pop|agegroup|closest_relative_type|case_relative|__var|__label|__stat_char|__stat_num2|__stat_num3|__stat_num1
yes|bd_15#inc_2016_2021|25-64|parent|1|education_level|education_level: long_education|87 (18.7)|18.7096774193548||87
yes|bd_15#inc_2016_2021|25-64|parent|1|education_level|education_level: medium_education|236 (50.8)|50.752688172043||236
yes|bd_15#inc_2016_2021|25-64|parent|1|education_level|education_level: no_education|8 (1.7)|1.72043010752688||8
yes|bd_15#inc_2016_2021|25-64|parent|1|education_level|education_level: short_education|134 (28.8)|28.8172043010752||134
yes|bd_15#inc_2016_2021|25-64|partner|0|__n|__n|2,219 (100.0)|100||2219
yes|bd_15#inc_2016_2021|25-64|partner|0|male|male|1,499 (67.6)|67.5529517800811||1499
yes|bd_15#inc_2016_2021|25-64|partner|0|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|25-64|partner|0|cci_g|cci_g: +3|30 (1.4)|1.35196034249662||30
yes|bd_15#inc_2016_2021|25-64|partner|0|cci_g|cci_g: 0|1,975 (89.0)|89.0040558810274||1975
yes|bd_15#inc_2016_2021|25-64|partner|0|cci_g|cci_g: 1-2|214 (9.6)|9.64398377647589||214
yes|bd_15#inc_2016_2021|25-64|partner|0|age_index|age_index|44.4 (35.3;53.0)|35.2913616288644|53.0132569803129|44.410958904
yes|bd_15#inc_2016_2021|25-64|partner|0|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|25-64|partner|0|education_level|education_level: long_education|667 (30.1)|30.0585849481748||667
yes|bd_15#inc_2016_2021|25-64|partner|0|education_level|education_level: medium_education|1,085 (48.9)|48.8958990536277||1085
yes|bd_15#inc_2016_2021|25-64|partner|0|education_level|education_level: no_education|80 (3.6)|3.60522757999098||80
yes|bd_15#inc_2016_2021|25-64|partner|0|education_level|education_level: short_education|387 (17.4)|17.4402884182064||387
yes|bd_15#inc_2016_2021|25-64|partner|1|__n|__n|2,219 (100.0)|100||2219
yes|bd_15#inc_2016_2021|25-64|partner|1|male|male|1,495 (67.4)|67.3726904010815||1495
yes|bd_15#inc_2016_2021|25-64|partner|1|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|25-64|partner|1|cci_g|cci_g: +3|30 (1.4)|1.35196034249662||30
yes|bd_15#inc_2016_2021|25-64|partner|1|cci_g|cci_g: 0|1,963 (88.5)|88.4632717440288||1963
yes|bd_15#inc_2016_2021|25-64|partner|1|cci_g|cci_g: 1-2|226 (10.2)|10.1847679134745||226
yes|bd_15#inc_2016_2021|25-64|partner|1|age_index|age_index|44.6 (35.6;53.3)|35.6256830601092|53.3397260273972|44.579234973
yes|bd_15#inc_2016_2021|25-64|partner|1|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|25-64|partner|1|education_level|education_level: long_education|667 (30.1)|30.0585849481748||667
yes|bd_15#inc_2016_2021|25-64|partner|1|education_level|education_level: medium_education|1,085 (48.9)|48.8958990536277||1085
yes|bd_15#inc_2016_2021|25-64|partner|1|education_level|education_level: no_education|80 (3.6)|3.60522757999098||80
yes|bd_15#inc_2016_2021|25-64|partner|1|education_level|education_level: short_education|387 (17.4)|17.4402884182064||387
yes|bd_15#inc_2016_2021|25-64|sibling|0|__n|__n|99 (100.0)|100||99
yes|bd_15#inc_2016_2021|25-64|sibling|0|male|male|49 (49.5)|49.4949494949495||49
yes|bd_15#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: +3|*|M|M|M
yes|bd_15#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: 0|86 (86.9)|86.8686868686868||86
yes|bd_15#inc_2016_2021|25-64|sibling|0|cci_g|cci_g: 1-2|*|M|M|M
yes|bd_15#inc_2016_2021|25-64|sibling|0|age_index|age_index|54.4 (38.3;59.4)|38.331506849315|59.4054794520548|54.367564937
yes|bd_15#inc_2016_2021|25-64|sibling|0|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|25-64|sibling|0|education_level|education_level: long_education|25 (25.3)|25.2525252525252||25
yes|bd_15#inc_2016_2021|25-64|sibling|0|education_level|education_level: medium_education|50 (50.5)|50.5050505050505||50
yes|bd_15#inc_2016_2021|25-64|sibling|0|education_level|education_level: no_education|0 (0.0)|0||0
yes|bd_15#inc_2016_2021|25-64|sibling|0|education_level|education_level: short_education|24 (24.2)|24.2424242424242||24
yes|bd_15#inc_2016_2021|25-64|sibling|1|__n|__n|99 (100.0)|100||99
yes|bd_15#inc_2016_2021|25-64|sibling|1|male|male|56 (56.6)|56.5656565656565||56
yes|bd_15#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: +3|*|M|M|M
yes|bd_15#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: 0|*|M|M|M
yes|bd_15#inc_2016_2021|25-64|sibling|1|cci_g|cci_g: 1-2|*|M|M|M
yes|bd_15#inc_2016_2021|25-64|sibling|1|age_index|age_index|51.5 (37.0;57.3)|36.9641964218878|57.3405120143723|51.529201288
yes|bd_15#inc_2016_2021|25-64|sibling|1|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|25-64|sibling|1|education_level|education_level: long_education|25 (25.3)|25.2525252525252||25
yes|bd_15#inc_2016_2021|25-64|sibling|1|education_level|education_level: medium_education|50 (50.5)|50.5050505050505||50
yes|bd_15#inc_2016_2021|25-64|sibling|1|education_level|education_level: no_education|0 (0.0)|0||0
yes|bd_15#inc_2016_2021|25-64|sibling|1|education_level|education_level: short_education|24 (24.2)|24.2424242424242||24
yes|bd_15#inc_2016_2021|65+|child|0|__n|__n|114 (100.0)|100||114
yes|bd_15#inc_2016_2021|65+|child|0|male|male|54 (47.4)|47.3684210526315||54
yes|bd_15#inc_2016_2021|65+|child|0|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|65+|child|0|cci_g|cci_g: +3|*|M|M|M
yes|bd_15#inc_2016_2021|65+|child|0|cci_g|cci_g: 0|100 (87.7)|87.719298245614||100
yes|bd_15#inc_2016_2021|65+|child|0|cci_g|cci_g: 1-2|*|M|M|M
yes|bd_15#inc_2016_2021|65+|child|0|age_index|age_index|49.3 (44.7;53.8)|44.7095890410958|53.794610375028|49.252904409
yes|bd_15#inc_2016_2021|65+|child|0|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|65+|child|0|education_level|education_level: long_education|38 (33.3)|33.3333333333333||38
yes|bd_15#inc_2016_2021|65+|child|0|education_level|education_level: medium_education|53 (46.5)|46.4912280701754||53
yes|bd_15#inc_2016_2021|65+|child|0|education_level|education_level: no_education|0 (0.0)|0||0
yes|bd_15#inc_2016_2021|65+|child|0|education_level|education_level: short_education|23 (20.2)|20.1754385964912||23
yes|bd_15#inc_2016_2021|65+|child|1|__n|__n|114 (100.0)|100||114
yes|bd_15#inc_2016_2021|65+|child|1|male|male|63 (55.3)|55.2631578947368||63
yes|bd_15#inc_2016_2021|65+|child|1|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|65+|child|1|cci_g|cci_g: +3|*|M|M|M
yes|bd_15#inc_2016_2021|65+|child|1|cci_g|cci_g: 0|97 (85.1)|85.0877192982456||97
yes|bd_15#inc_2016_2021|65+|child|1|cci_g|cci_g: 1-2|*|M|M|M
yes|bd_15#inc_2016_2021|65+|child|1|age_index|age_index|48.2 (42.5;54.4)|42.4739726027397|54.4313346807395|48.224526536
yes|bd_15#inc_2016_2021|65+|child|1|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|65+|child|1|education_level|education_level: long_education|38 (33.3)|33.3333333333333||38
yes|bd_15#inc_2016_2021|65+|child|1|education_level|education_level: medium_education|53 (46.5)|46.4912280701754||53
yes|bd_15#inc_2016_2021|65+|child|1|education_level|education_level: no_education|0 (0.0)|0||0
yes|bd_15#inc_2016_2021|65+|child|1|education_level|education_level: short_education|23 (20.2)|20.1754385964912||23
yes|bd_15#inc_2016_2021|65+|grouped|0|__n|__n|330 (100.0)|100||330
yes|bd_15#inc_2016_2021|65+|grouped|0|male|male|170 (51.5)|51.5151515151515||170
yes|bd_15#inc_2016_2021|65+|grouped|0|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|65+|grouped|0|cci_g|cci_g: +3|20 (6.1)|6.06060606060606||20
yes|bd_15#inc_2016_2021|65+|grouped|0|cci_g|cci_g: 0|244 (73.9)|73.9393939393939||244
yes|bd_15#inc_2016_2021|65+|grouped|0|cci_g|cci_g: 1-2|66 (20.0)|20||66
yes|bd_15#inc_2016_2021|65+|grouped|0|age_index|age_index|67.1 (53.2;72.6)|53.1594954712179|72.5753424657534|67.142465753
yes|bd_15#inc_2016_2021|65+|grouped|0|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|65+|grouped|0|education_level|education_level: long_education|83 (25.2)|25.1515151515151||83
yes|bd_15#inc_2016_2021|65+|grouped|0|education_level|education_level: medium_education|152 (46.1)|46.060606060606||152
yes|bd_15#inc_2016_2021|65+|grouped|0|education_level|education_level: no_education|15 (4.5)|4.54545454545454||15
yes|bd_15#inc_2016_2021|65+|grouped|0|education_level|education_level: short_education|80 (24.2)|24.2424242424242||80
yes|bd_15#inc_2016_2021|65+|grouped|1|__n|__n|330 (100.0)|100||330
yes|bd_15#inc_2016_2021|65+|grouped|1|male|male|178 (53.9)|53.9393939393939||178
yes|bd_15#inc_2016_2021|65+|grouped|1|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|65+|grouped|1|cci_g|cci_g: +3|20 (6.1)|6.06060606060606||20
yes|bd_15#inc_2016_2021|65+|grouped|1|cci_g|cci_g: 0|233 (70.6)|70.6060606060606||233
yes|bd_15#inc_2016_2021|65+|grouped|1|cci_g|cci_g: 1-2|77 (23.3)|23.3333333333333||77
yes|bd_15#inc_2016_2021|65+|grouped|1|age_index|age_index|66.7 (54.2;72.7)|54.1620630286698|72.6520547945205|66.660427427
yes|bd_15#inc_2016_2021|65+|grouped|1|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|65+|grouped|1|education_level|education_level: long_education|83 (25.2)|25.1515151515151||83
yes|bd_15#inc_2016_2021|65+|grouped|1|education_level|education_level: medium_education|152 (46.1)|46.060606060606||152
yes|bd_15#inc_2016_2021|65+|grouped|1|education_level|education_level: no_education|15 (4.5)|4.54545454545454||15
yes|bd_15#inc_2016_2021|65+|grouped|1|education_level|education_level: short_education|80 (24.2)|24.2424242424242||80
yes|bd_15#inc_2016_2021|65+|partner|0|__n|__n|216 (100.0)|100||216
yes|bd_15#inc_2016_2021|65+|partner|0|male|male|116 (53.7)|53.7037037037037||116
yes|bd_15#inc_2016_2021|65+|partner|0|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|65+|partner|0|cci_g|cci_g: +3|18 (8.3)|8.33333333333333||18
yes|bd_15#inc_2016_2021|65+|partner|0|cci_g|cci_g: 0|144 (66.7)|66.6666666666666||144
yes|bd_15#inc_2016_2021|65+|partner|0|cci_g|cci_g: 1-2|54 (25.0)|25||54
yes|bd_15#inc_2016_2021|65+|partner|0|age_index|age_index|71.1 (67.4;74.4)|67.3767123287671|74.3921139306834|71.121872895
yes|bd_15#inc_2016_2021|65+|partner|0|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|65+|partner|0|education_level|education_level: long_education|45 (20.8)|20.8333333333333||45
yes|bd_15#inc_2016_2021|65+|partner|0|education_level|education_level: medium_education|99 (45.8)|45.8333333333333||99
yes|bd_15#inc_2016_2021|65+|partner|0|education_level|education_level: no_education|15 (6.9)|6.94444444444444||15
yes|bd_15#inc_2016_2021|65+|partner|0|education_level|education_level: short_education|57 (26.4)|26.3888888888888||57
yes|bd_15#inc_2016_2021|65+|partner|1|__n|__n|216 (100.0)|100||216
yes|bd_15#inc_2016_2021|65+|partner|1|male|male|115 (53.2)|53.2407407407407||115
yes|bd_15#inc_2016_2021|65+|partner|1|cci_g|cci_g: title||||
yes|bd_15#inc_2016_2021|65+|partner|1|cci_g|cci_g: +3|17 (7.9)|7.87037037037037||17
yes|bd_15#inc_2016_2021|65+|partner|1|cci_g|cci_g: 0|136 (63.0)|62.9629629629629||136
yes|bd_15#inc_2016_2021|65+|partner|1|cci_g|cci_g: 1-2|63 (29.2)|29.1666666666666||63
yes|bd_15#inc_2016_2021|65+|partner|1|age_index|age_index|70.6 (67.0;75.4)|67.0032899169099|75.4232876712328|70.586316341
yes|bd_15#inc_2016_2021|65+|partner|1|education_level|education_level: title||||
yes|bd_15#inc_2016_2021|65+|partner|1|education_level|education_level: long_education|45 (20.8)|20.8333333333333||45
yes|bd_15#inc_2016_2021|65+|partner|1|education_level|education_level: medium_education|99 (45.8)|45.8333333333333||99
yes|bd_15#inc_2016_2021|65+|partner|1|education_level|education_level: no_education|15 (6.9)|6.94444444444444||15
yes|bd_15#inc_2016_2021|65+|partner|1|education_level|education_level: short_education|57 (26.4)|26.3888888888888||57
yes|bd_15#prev_2021|0-24|father|0|__n|__n|225 (100.0)|100||225
yes|bd_15#prev_2021|0-24|father|0|male|male|225 (100.0)|100||225
yes|bd_15#prev_2021|0-24|father|0|cci_g|cci_g: title||||
yes|bd_15#prev_2021|0-24|father|0|cci_g|cci_g: +3|5 (2.2)|2.22222222222222||5
yes|bd_15#prev_2021|0-24|father|0|cci_g|cci_g: 0|190 (84.4)|84.4444444444444||190
yes|bd_15#prev_2021|0-24|father|0|cci_g|cci_g: 1-2|30 (13.3)|13.3333333333333||30
yes|bd_15#prev_2021|0-24|father|0|age_index|age_index|54.3 (50.7;57.8)|50.6602739726027|57.7753424657534|54.252054795
yes|bd_15#prev_2021|0-24|father|0|education_level|education_level: title||||
yes|bd_15#prev_2021|0-24|father|0|education_level|education_level: long_education|34 (15.1)|15.1111111111111||34
yes|bd_15#prev_2021|0-24|father|0|education_level|education_level: medium_education|124 (55.1)|55.1111111111111||124
yes|bd_15#prev_2021|0-24|father|0|education_level|education_level: no_education|5 (2.2)|2.22222222222222||5
yes|bd_15#prev_2021|0-24|father|0|education_level|education_level: short_education|62 (27.6)|27.5555555555555||62
yes|bd_15#prev_2021|0-24|father|1|__n|__n|225 (100.0)|100||225
yes|bd_15#prev_2021|0-24|father|1|male|male|225 (100.0)|100||225
yes|bd_15#prev_2021|0-24|father|1|cci_g|cci_g: title||||
yes|bd_15#prev_2021|0-24|father|1|cci_g|cci_g: +3|5 (2.2)|2.22222222222222||5
yes|bd_15#prev_2021|0-24|father|1|cci_g|cci_g: 0|190 (84.4)|84.4444444444444||190
yes|bd_15#prev_2021|0-24|father|1|cci_g|cci_g: 1-2|30 (13.3)|13.3333333333333||30
yes|bd_15#prev_2021|0-24|father|1|age_index|age_index|53.9 (50.3;57.8)|50.2876712328767|57.8191780821917|53.857534247
yes|bd_15#prev_2021|0-24|father|1|education_level|education_level: title||||
yes|bd_15#prev_2021|0-24|father|1|education_level|education_level: long_education|34 (15.1)|15.1111111111111||34
yes|bd_15#prev_2021|0-24|father|1|education_level|education_level: medium_education|124 (55.1)|55.1111111111111||124
yes|bd_15#prev_2021|0-24|father|1|education_level|education_level: no_education|5 (2.2)|2.22222222222222||5
yes|bd_15#prev_2021|0-24|father|1|education_level|education_level: short_education|62 (27.6)|27.5555555555555||62
yes|bd_15#prev_2021|0-24|mother|0|__n|__n|236 (100.0)|100||236
yes|bd_15#prev_2021|0-24|mother|0|male|male|0 (0.0)|0||0
yes|bd_15#prev_2021|0-24|mother|0|cci_g|cci_g: title||||
yes|bd_15#prev_2021|0-24|mother|0|cci_g|cci_g: +3|*|M|M|M
yes|bd_15#prev_2021|0-24|mother|0|cci_g|cci_g: 0|191 (80.9)|80.9322033898305||191
yes|bd_15#prev_2021|0-24|mother|0|cci_g|cci_g: 1-2|*|M|M|M
yes|bd_15#prev_2021|0-24|mother|0|age_index|age_index|51.4 (47.9;55.1)|47.8739726027397|55.0547945205479|51.44109589
yes|bd_15#prev_2021|0-24|mother|0|education_level|education_level: title||||
yes|bd_15#prev_2021|0-24|mother|0|education_level|education_level: long_education|72 (30.5)|30.5084745762711||72
yes|bd_15#prev_2021|0-24|mother|0|education_level|education_level: medium_education|104 (44.1)|44.0677966101694||104
yes|bd_15#prev_2021|0-24|mother|0|education_level|education_level: no_education|*|M|M|M
yes|bd_15#prev_2021|0-24|mother|0|education_level|education_level: short_education|*|M|M|M
yes|bd_15#prev_2021|0-24|mother|1|__n|__n|236 (100.0)|100||236
yes|bd_15#prev_2021|0-24|mother|1|male|male|0 (0.0)|0||0
yes|bd_15#prev_2021|0-24|mother|1|cci_g|cci_g: title||||
yes|bd_15#prev_2021|0-24|mother|1|cci_g|cci_g: +3|*|M|M|M
yes|bd_15#prev_2021|0-24|mother|1|cci_g|cci_g: 0|191 (80.9)|80.9322033898305||191
yes|bd_15#prev_2021|0-24|mother|1|cci_g|cci_g: 1-2|*|M|M|M
yes|bd_15#prev_2021|0-24|mother|1|age_index|age_index|51.1 (47.3;54.9)|47.2972602739726|54.872602739726|51.063013699
yes|bd_15#prev_2021|0-24|mother|1|education_level|education_level: title||||
yes|bd_15#prev_2021|0-24|mother|1|education_level|education_level: long_education|72 (30.5)|30.5084745762711||72
yes|bd_15#prev_2021|0-24|mother|1|education_level|education_level: medium_education|104 (44.1)|44.0677966101694||104
yes|bd_15#prev_2021|0-24|mother|1|education_level|education_level: no_education|*|M|M|M
yes|bd_15#prev_2021|0-24|mother|1|education_level|education_level: short_education|*|M|M|M
yes|bd_15#prev_2021|25-64|child|0|__n|__n|1,570 (100.0)|100||1570
yes|bd_15#prev_2021|25-64|child|0|male|male|781 (49.7)|49.7452229299363||781
yes|bd_15#prev_2021|25-64|child|0|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|child|0|cci_g|cci_g: +3|*|M|M|M
yes|bd_15#prev_2021|25-64|child|0|cci_g|cci_g: 0|1,476 (94.0)|94.0127388535031||1476
yes|bd_15#prev_2021|25-64|child|0|cci_g|cci_g: 1-2|*|M|M|M
yes|bd_15#prev_2021|25-64|child|0|age_index|age_index|22.2 (15.3;30.6)|15.2739726027397|30.6301369863013|22.204109589
yes|bd_15#prev_2021|25-64|child|0|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|child|0|education_level|education_level: long_education|227 (14.5)|14.4585987261146||227
yes|bd_15#prev_2021|25-64|child|0|education_level|education_level: medium_education|421 (26.8)|26.8152866242038||421
yes|bd_15#prev_2021|25-64|child|0|education_level|education_level: no_education|274 (17.5)|17.452229299363||274
yes|bd_15#prev_2021|25-64|child|0|education_level|education_level: short_education|648 (41.3)|41.2738853503184||648
yes|bd_15#prev_2021|25-64|child|1|__n|__n|1,570 (100.0)|100||1570
yes|bd_15#prev_2021|25-64|child|1|male|male|827 (52.7)|52.6751592356688||827
yes|bd_15#prev_2021|25-64|child|1|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|child|1|cci_g|cci_g: +3|6 (0.4)|0.38216560509554||6
yes|bd_15#prev_2021|25-64|child|1|cci_g|cci_g: 0|1,480 (94.3)|94.2675159235668||1480
yes|bd_15#prev_2021|25-64|child|1|cci_g|cci_g: 1-2|84 (5.4)|5.35031847133758||84
yes|bd_15#prev_2021|25-64|child|1|age_index|age_index|22.7 (15.8;30.9)|15.7561643835616|30.8520547945205|22.732876712
yes|bd_15#prev_2021|25-64|child|1|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|child|1|education_level|education_level: long_education|227 (14.5)|14.4585987261146||227
yes|bd_15#prev_2021|25-64|child|1|education_level|education_level: medium_education|421 (26.8)|26.8152866242038||421
yes|bd_15#prev_2021|25-64|child|1|education_level|education_level: no_education|274 (17.5)|17.452229299363||274
yes|bd_15#prev_2021|25-64|child|1|education_level|education_level: short_education|648 (41.3)|41.2738853503184||648
yes|bd_15#prev_2021|25-64|grouped|0|__n|__n|11,113 (100.0)|100||11113
yes|bd_15#prev_2021|25-64|grouped|0|male|male|6,758 (60.8)|60.811662017457||6758
yes|bd_15#prev_2021|25-64|grouped|0|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|grouped|0|cci_g|cci_g: +3|287 (2.6)|2.58256096463601||287
yes|bd_15#prev_2021|25-64|grouped|0|cci_g|cci_g: 0|9,210 (82.9)|82.8759110951138||9210
yes|bd_15#prev_2021|25-64|grouped|0|cci_g|cci_g: 1-2|1,616 (14.5)|14.5415279402501||1616
yes|bd_15#prev_2021|25-64|grouped|0|age_index|age_index|51.5 (38.7;60.7)|38.7232876712328|60.7021857923497|51.512328767
yes|bd_15#prev_2021|25-64|grouped|0|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|grouped|0|education_level|education_level: long_education|2,759 (24.8)|24.8267794474939||2759
yes|bd_15#prev_2021|25-64|grouped|0|education_level|education_level: medium_education|5,339 (48.0)|48.0428327184378||5339
yes|bd_15#prev_2021|25-64|grouped|0|education_level|education_level: no_education|505 (4.5)|4.54422748132817||505
yes|bd_15#prev_2021|25-64|grouped|0|education_level|education_level: short_education|2,510 (22.6)|22.58616035274||2510
yes|bd_15#prev_2021|25-64|grouped|1|__n|__n|11,113 (100.0)|100||11113
yes|bd_15#prev_2021|25-64|grouped|1|male|male|6,764 (60.9)|60.8656528390173||6764
yes|bd_15#prev_2021|25-64|grouped|1|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|grouped|1|cci_g|cci_g: +3|324 (2.9)|2.91550436425807||324
yes|bd_15#prev_2021|25-64|grouped|1|cci_g|cci_g: 0|9,260 (83.3)|83.3258346081166||9260
yes|bd_15#prev_2021|25-64|grouped|1|cci_g|cci_g: 1-2|1,529 (13.8)|13.7586610276253||1529
yes|bd_15#prev_2021|25-64|grouped|1|age_index|age_index|51.5 (38.7;60.7)|38.6821917808219|60.6584699453552|51.479452055
yes|bd_15#prev_2021|25-64|grouped|1|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|grouped|1|education_level|education_level: long_education|2,759 (24.8)|24.8267794474939||2759
yes|bd_15#prev_2021|25-64|grouped|1|education_level|education_level: medium_education|5,339 (48.0)|48.0428327184378||5339
yes|bd_15#prev_2021|25-64|grouped|1|education_level|education_level: no_education|505 (4.5)|4.54422748132817||505
yes|bd_15#prev_2021|25-64|grouped|1|education_level|education_level: short_education|2,510 (22.6)|22.58616035274||2510
yes|bd_15#prev_2021|25-64|parent|0|__n|__n|1,481 (100.0)|100||1481
yes|bd_15#prev_2021|25-64|parent|0|male|male|341 (23.0)|23.0249831195138||341
yes|bd_15#prev_2021|25-64|parent|0|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|parent|0|cci_g|cci_g: +3|119 (8.0)|8.03511141120864||119
yes|bd_15#prev_2021|25-64|parent|0|cci_g|cci_g: 0|915 (61.8)|61.7825793382849||915
yes|bd_15#prev_2021|25-64|parent|0|cci_g|cci_g: 1-2|447 (30.2)|30.1823092505064||447
yes|bd_15#prev_2021|25-64|parent|0|age_index|age_index|71.9 (64.1;78.4)|64.0737704918033|78.4027397260274|71.895890411
yes|bd_15#prev_2021|25-64|parent|0|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|parent|0|education_level|education_level: long_education|238 (16.1)|16.0702228224172||238
yes|bd_15#prev_2021|25-64|parent|0|education_level|education_level: medium_education|732 (49.4)|49.4260634706279||732
yes|bd_15#prev_2021|25-64|parent|0|education_level|education_level: no_education|34 (2.3)|2.29574611748818||34
yes|bd_15#prev_2021|25-64|parent|0|education_level|education_level: short_education|477 (32.2)|32.2079675894665||477
yes|bd_15#prev_2021|25-64|parent|1|__n|__n|1,481 (100.0)|100||1481
yes|bd_15#prev_2021|25-64|parent|1|male|male|326 (22.0)|22.0121539500337||326
yes|bd_15#prev_2021|25-64|parent|1|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|parent|1|cci_g|cci_g: +3|143 (9.7)|9.65563808237677||143
yes|bd_15#prev_2021|25-64|parent|1|cci_g|cci_g: 0|928 (62.7)|62.660364618501||928
yes|bd_15#prev_2021|25-64|parent|1|cci_g|cci_g: 1-2|410 (27.7)|27.6839972991222||410
yes|bd_15#prev_2021|25-64|parent|1|age_index|age_index|72.0 (63.3;78.4)|63.3205479452054|78.4438356164383|71.991780822
yes|bd_15#prev_2021|25-64|parent|1|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|parent|1|education_level|education_level: long_education|238 (16.1)|16.0702228224172||238
yes|bd_15#prev_2021|25-64|parent|1|education_level|education_level: medium_education|732 (49.4)|49.4260634706279||732
yes|bd_15#prev_2021|25-64|parent|1|education_level|education_level: no_education|34 (2.3)|2.29574611748818||34
yes|bd_15#prev_2021|25-64|parent|1|education_level|education_level: short_education|477 (32.2)|32.2079675894665||477
yes|bd_15#prev_2021|25-64|partner|0|__n|__n|7,541 (100.0)|100||7541
yes|bd_15#prev_2021|25-64|partner|0|male|male|5,366 (71.2)|71.1576713963665||5366
yes|bd_15#prev_2021|25-64|partner|0|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|partner|0|cci_g|cci_g: +3|151 (2.0)|2.00238695133271||151
yes|bd_15#prev_2021|25-64|partner|0|cci_g|cci_g: 0|6,412 (85.0)|85.0285108075852||6412
yes|bd_15#prev_2021|25-64|partner|0|cci_g|cci_g: 1-2|978 (13.0)|12.969102241082||978
yes|bd_15#prev_2021|25-64|partner|0|age_index|age_index|51.2 (42.5;58.6)|42.5397260273972|58.558904109589|51.224657534
yes|bd_15#prev_2021|25-64|partner|0|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|partner|0|education_level|education_level: long_education|2,183 (28.9)|28.9484153295318||2183
yes|bd_15#prev_2021|25-64|partner|0|education_level|education_level: medium_education|3,881 (51.5)|51.4653229014719||3881
yes|bd_15#prev_2021|25-64|partner|0|education_level|education_level: no_education|195 (2.6)|2.58586394377403||195
yes|bd_15#prev_2021|25-64|partner|0|education_level|education_level: short_education|1,282 (17.0)|17.0003978252221||1282
yes|bd_15#prev_2021|25-64|partner|1|__n|__n|7,541 (100.0)|100||7541
yes|bd_15#prev_2021|25-64|partner|1|male|male|5,360 (71.1)|71.0781063519427||5360
yes|bd_15#prev_2021|25-64|partner|1|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|partner|1|cci_g|cci_g: +3|160 (2.1)|2.12173451796843||160
yes|bd_15#prev_2021|25-64|partner|1|cci_g|cci_g: 0|6,431 (85.3)|85.2804667815939||6431
yes|bd_15#prev_2021|25-64|partner|1|cci_g|cci_g: 1-2|950 (12.6)|12.5977987004376||950
yes|bd_15#prev_2021|25-64|partner|1|age_index|age_index|51.3 (42.7;58.7)|42.7260273972602|58.6986301369863|51.345205479
yes|bd_15#prev_2021|25-64|partner|1|education_level|education_level: title||||
yes|bd_15#prev_2021|25-64|partner|1|education_level|education_level: long_education|2,183 (28.9)|28.9484153295318||2183
yes|bd_15#prev_2021|25-64|partner|1|education_level|education_level: medium_education|3,881 (51.5)|51.4653229014719||3881
yes|bd_15#prev_2021|25-64|partner|1|education_level|education_level: no_education|195 (2.6)|2.58586394377403||195
yes|bd_15#prev_2021|25-64|partner|1|education_level|education_level: short_education|1,282 (17.0)|17.0003978252221||1282
yes|bd_15#prev_2021|25-64|sibling|0|__n|__n|521 (100.0)|100||521
yes|bd_15#prev_2021|25-64|sibling|0|male|male|270 (51.8)|51.8234165067178||270
yes|bd_15#prev_2021|25-64|sibling|0|cci_g|cci_g: title||||
yes|bd_15#prev_2021|25-64|sibling|0|cci_g|cci_g: +3|16 (3.1)|3.07101727447216||16
yes|bd_15#prev_2021|25-64|sibling|0|cci_g|cci_g: 0|407 (78.1)|78.1190019193858||407
yes|bd_15#prev_2021|25-64|sibling|0|cci_g|cci_g: 1-2|98 (18.8)|18.809980806142||98
